出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"109/03/07","108","1","1446","宏和","3203831.00","591401.00","3795232.00","559521.00","1629821.00","2189342.00","1377095.00","199279.00","83419.00","-53903.00","0.00","1605890.00","--","--","0.00","1605890.00","0.00","0.00","0.00","11.66"
"109/03/07","108","1","1447","力鵬","8170549.00","10194867.00","18365416.00","5496926.00","2142740.00","7639666.00","9144872.00","117015.00","1454311.00","-316790.00","-432403.00","9967005.00","--","--","758745.00","10725750.00","--","0.00","90948106.00","12.10"
"109/03/07","108","1","1449","佳和","2129687.00","4699305.00","6828992.00","2742715.00","3226892.00","5969607.00","1200000.00","38825.00","-927386.00","381475.00","-14290.00","678624.00","--","--","180761.00","859385.00","--","0.00","317686.00","5.67"
"109/03/07","108","1","1451","年興","5735910.00","3985940.00","9721850.00","1417212.00","632369.00","2049581.00","1980000.00","419715.00","5561987.00","-289431.00","--","7672271.00","--","--","-2.00","7672269.00","--","0.00","0.00","38.75"
"109/03/07","108","1","1452","宏益","1818680.00","941734.00","2760414.00","150847.00","52971.00","203818.00","1326414.00","152434.00","1039790.00","37958.00","--","2556596.00","--","--","--","2556596.00","--","0.00","0.00","19.27"
"109/03/07","108","1","1453","大將","1146500.00","205826.00","1352326.00","18030.00","60.00","18090.00","896747.00","2762.00","422179.00","0.00","0.00","1321688.00","0.00","--","12548.00","1334236.00","--","0.00","0.00","14.74"
"109/03/07","108","1","1454","台富","1133466.00","903948.00","2037414.00","417689.00","78523.00","496212.00","1343098.00","85015.00","116229.00","73878.00","-77032.00","1541188.00","--","--","14.00","1541202.00","--","0.00","7714103.00","12.17"
"109/03/07","108","1","1455","集盛","5491998.00","5940015.00","11432013.00","3456932.00","383789.00","3840721.00","6117634.00","360363.00","1139497.00","-26202.00","--","7591292.00","--","--","--","7591292.00","--","0.00","0.00","12.41"
"109/03/07","108","1","1456","怡華","3041020.00","2011630.00","5052650.00","1822745.00","2071404.00","3894149.00","937200.00","18377.00","1178942.00","-976018.00","--","--","--","--","--","1158501.00","0.00","0.00","0.00","12.36"
"109/03/07","108","1","1457","宜進","2720548.00","14129810.00","16850358.00","2457498.00","6765917.00","9223415.00","3016476.00","374247.00","1423734.00","-52245.00","-299847.00","4462365.00","--","--","3164578.00","7626943.00","0.00","0.00","74246880.00","19.62"
"109/03/07","108","1","1459","聯發","3273593.00","3845076.00","7118669.00","2607365.00","1253484.00","3860849.00","3586289.00","219285.00","39927.00","-220142.00","-513573.00","3111786.00","--","--","146034.00","3257820.00","--","0.00","41144531.00","9.80"
"109/03/07","108","1","1460","宏遠","6249110.00","7292617.00","13541727.00","6193476.00","2111440.00","8304916.00","4998374.00","99644.00","454562.00","17058.00","-332836.00","5236802.00","--","--","9.00","5236811.00","--","0.00","25555944.00","11.04"
"109/03/07","108","1","1463","強盛","1589531.00","1179511.00","2769042.00","183973.00","99052.00","283025.00","1732684.00","249963.00","519220.00","-35674.00","-108791.00","2357402.00","--","--","128615.00","2486017.00","0.00","0.00","8874795.00","14.34"
"109/03/07","108","1","1464","得力","9281398.00","7934368.00","17215766.00","8024535.00","3773841.00","11798376.00","3345657.00","652962.00","832258.00","-226824.00","-12681.00","4591372.00","--","--","826018.00","5417390.00","--","0.00","1137197.00","13.77"
"109/03/07","108","1","1465","偉全","2440683.00","313215.00","2753898.00","314426.00","133370.00","447796.00","1036073.00","333802.00","653308.00","4363.00","--","2027546.00","--","--","278556.00","2306102.00","--","0.00","0.00","19.57"
"109/03/07","108","1","1466","聚隆","1607090.00","2051185.00","3658275.00","1131739.00","861417.00","1993156.00","1111573.00","452298.00","104215.00","-2967.00","0.00","1665119.00","0.00","--","0.00","1665119.00","0.00","0.00","0.00","14.98"
"109/03/07","108","1","1467","南緯","3837074.00","2977762.00","6814836.00","2727064.00","1571560.00","4298624.00","2336247.00","235155.00","451076.00","-631497.00","0.00","2390981.00","0.00","--","125231.00","2516212.00","0.00","0.00","0.00","10.23"
"109/03/07","108","1","1468","昶和","1484685.00","1120267.00","2604952.00","668213.00","823005.00","1491218.00","1604053.00","26753.00","-645969.00","94543.00","--","1079380.00","--","--","34354.00","1113734.00","--","0.00","0.00","6.73"
"109/03/07","108","1","1470","大統新創","698836.00","452425.00","1151261.00","180258.00","11955.00","192213.00","857670.00","6918.00","131176.00","-36716.00","--","959048.00","--","--","--","959048.00","--","0.00","0.00","11.18"
"109/03/07","108","1","1471","首利","561980.00","898821.00","1460801.00","476770.00","50832.00","527602.00","1504145.00","3763.00","-652067.00","77374.00","--","933215.00","--","--","-16.00","933199.00","0.00","0.00","0.00","6.20"
"109/03/07","108","1","1472","三洋紡","650780.00","477206.00","1127986.00","465316.00","307941.00","773257.00","456727.00","47945.00","-151124.00","1181.00","0.00","354729.00","--","--","--","354729.00","--","0.00","0.00","7.77"
"109/03/07","108","1","1473","台南","3472791.00","2870534.00","6343325.00","2093869.00","268050.00","2361919.00","1471535.00","879983.00","1646864.00","10283.00","-22663.00","3986002.00","--","--","-4596.00","3981406.00","0.00","0.00","1000000.00","27.27"
"109/03/07","108","1","1474","弘裕","2443074.00","1516453.00","3959527.00","1877700.00","144947.00","2022647.00","1298970.00","5887.00","629898.00","-25148.00","--","1909607.00","--","--","27273.00","1936880.00","0.00","0.00","0.00","14.70"
"109/03/07","108","1","1475","本盟","65984.00","19760.00","85744.00","60987.00","4708.00","65695.00","160168.00","188125.00","-316076.00","3163.00","--","35380.00","--","--","-15331.00","20049.00","0.00","0.00","0.00","2.21"
"109/03/07","108","1","1476","儒鴻","12186237.00","10779488.00","22965725.00","5053189.00","70237.00","5123426.00","2743671.00","3769547.00","11323559.00","5522.00","--","17842299.00","--","--","0.00","17842299.00","0.00","0.00","0.00","65.03"
"109/03/07","108","1","1477","聚陽","8297959.00","5689803.00","13987762.00","4187424.00","426659.00","4614083.00","2093872.00","3356329.00","3832141.00","-8952.00","--","9273390.00","--","--","100289.00","9373679.00","0.00","0.00","0.00","44.29"
"109/03/07","108","1","1503","士電","16486695.00","23821918.00","40308613.00","12518611.00","3591446.00","16110057.00","5209722.00","2619874.00","15670007.00","234065.00","--","23733668.00","--","--","464888.00","24198556.00","--","0.00","0.00","45.56"
"109/03/07","108","1","1504","東元","44121114.00","54751935.00","98873049.00","17725091.00","20610889.00","38335980.00","20026929.00","7647223.00","25607657.00","3514348.00","-997403.00","55798754.00","--","--","4738315.00","60537069.00","--","0.00","57443022.00","28.68"
"109/03/07","108","1","1506","正道","1449982.00","1780306.00","3230288.00","1288462.00","692458.00","1980920.00","1228555.00","131004.00","-167921.00","-83050.00","--","1108588.00","--","--","140780.00","1249368.00","--","0.00","0.00","9.02"
"109/03/07","108","1","1507","永大","13685136.00","7757489.00","21442625.00","8989712.00","660226.00","9649938.00","4108200.00","270262.00","7119653.00","181000.00","-69411.00","11609704.00","--","--","182983.00","11792687.00","0.00","0.00","2129800.00","28.41"
"109/03/07","108","1","1512","瑞利","1503048.00","1806807.00","3309855.00","1616362.00","974336.00","2590698.00","2200025.00","716.00","-1366302.00","-115282.00","--","719157.00","--","--","--","719157.00","--","0.00","0.00","3.27"
"109/03/07","108","1","1513","中興電","9445427.00","9502860.00","18948287.00","9016261.00","2117344.00","11133605.00","4200000.00","410300.00","2985292.00","73879.00","-116880.00","7552591.00","--","--","262091.00","7814682.00","0.00","0.00","9038676.00","18.38"
"109/03/07","108","1","1514","亞力","3660927.00","1987770.00","5648697.00","2387183.00","298506.00","2685689.00","2010670.00","65524.00","846429.00","23751.00","-41616.00","2904758.00","--","--","58250.00","2963008.00","0.00","0.00","2362712.00","14.62"
"109/03/07","108","1","1515","力山","4682411.00","2760422.00","7442833.00","3760588.00","289405.00","4049993.00","1814735.00","433.00","1522422.00","33748.00","--","3371338.00","--","--","21502.00","3392840.00","0.00","0.00","0.00","18.58"
"109/03/07","108","1","1516","川飛","315204.00","54450.00","369654.00","1926.00","29.00","1955.00","318937.00","20185.00","34599.00","-6022.00","0.00","--","--","--","--","367699.00","0.00","0.00","0.00","11.53"
"109/03/07","108","1","1517","利奇","2846362.00","1784679.00","4631041.00","778451.00","503428.00","1281879.00","2278250.00","60505.00","1026822.00","-93269.00","-21236.00","3251072.00","--","--","98090.00","3349162.00","--","0.00","2140000.00","14.41"
"109/03/07","108","1","1519","華城","5699043.00","2337910.00","8036953.00","3704985.00","1117531.00","4822516.00","2610585.00","1251.00","612454.00","-5606.00","--","3218684.00","--","--","-4247.00","3214437.00","--","0.00","0.00","12.33"
"109/03/07","108","1","1521","大億","1912211.00","1469078.00","3381289.00","1167501.00","243435.00","1410936.00","762300.00","60736.00","1168702.00","-21385.00","--","1970353.00","--","--","--","1970353.00","--","0.00","0.00","25.85"
"109/03/07","108","1","1522","堤維西","9054540.00","14565583.00","23620123.00","7721236.00","8998610.00","16719846.00","3128979.00","1378734.00","2292677.00","-84273.00","-5996.00","6710121.00","--","--","190156.00","6900277.00","0.00","0.00","939707.00","21.51"
"109/03/07","108","1","1524","耿鼎","1445846.00","3516578.00","4962424.00","1362885.00","1283720.00","2646605.00","1796852.00","0.00","512085.00","6882.00","0.00","2315819.00","0.00","--","0.00","2315819.00","0.00","0.00","0.00","12.89"
"109/03/07","108","1","1525","江申","931862.00","4299332.00","5231194.00","720240.00","197811.00","918051.00","734001.00","1251.00","3740242.00","-162351.00","--","4313143.00","--","--","--","4313143.00","--","0.00","0.00","58.76"
"109/03/07","108","1","1526","日馳","1172818.00","597898.00","1770716.00","484870.00","284826.00","769696.00","600000.00","47593.00","359931.00","-6504.00","--","1001020.00","0.00","--","0.00","1001020.00","--","0.00","0.00","16.68"
"109/03/07","108","1","1527","鑽全","13398519.00","1626379.00","15024898.00","10538551.00","417165.00","10955716.00","1379606.00","593.00","2727543.00","-38560.00","--","--","--","--","--","4069182.00","--","0.00","0.00","29.50"
"109/03/07","108","1","1528","恩德","4067528.00","1548630.00","5616158.00","2452480.00","532212.00","2984692.00","1993310.00","369720.00","291600.00","-72940.00","0.00","2581690.00","--","--","49776.00","2631466.00","--","0.00","0.00","12.95"
"109/03/07","108","1","1529","樂士","419271.00","561495.00","980766.00","205416.00","71513.00","276929.00","659680.00","0.00","44157.00","0.00","0.00","703837.00","0.00","--","0.00","703837.00","--","0.00","0.00","10.67"
"109/03/07","108","1","1530","亞崴","4943788.00","2860335.00","7804123.00","4162383.00","435970.00","4598353.00","965942.00","250067.00","1853456.00","-31676.00","--","3037789.00","--","--","167981.00","3205770.00","0.00","0.00","0.00","31.45"
"109/03/07","108","1","1531","高林股","3060949.00","1562525.00","4623474.00","491496.00","292118.00","783614.00","1850081.00","200248.00","1884649.00","-95118.00","0.00","3839860.00","--","--","--","3839860.00","0.00","0.00","0.00","20.76"
"109/03/07","108","1","1532","勤美","24061184.00","16478212.00","40539396.00","12927868.00","10238920.00","23166788.00","3852521.00","1522961.00","7268435.00","428368.00","--","13072285.00","--","--","4300323.00","17372608.00","0.00","0.00","0.00","33.93"
"109/03/07","108","1","1533","車王電","3451578.00","2286773.00","5738351.00","2201854.00","771775.00","2973629.00","985475.00","271173.00","1414707.00","-194109.00","--","2477246.00","--","--","287476.00","2764722.00","0.00","0.00","0.00","25.14"
"109/03/07","108","1","1535","中宇","5269758.00","1379591.00","6649349.00","3023437.00","580178.00","3603615.00","1237426.00","628374.00","1189112.00","-9178.00","0.00","3045734.00","0.00","--","0.00","3045734.00","--","0.00","0.00","24.61"
"109/03/07","108","1","1536","和大","5486777.00","10561728.00","16048505.00","4625457.00","4358953.00","8984410.00","2549565.00","1916204.00","2567071.00","-23478.00","--","7009362.00","--","--","54733.00","7064095.00","0.00","0.00","0.00","27.49"
"109/03/07","108","1","1537","廣隆","4267091.00","1278208.00","5545299.00","967436.00","390449.00","1357885.00","817854.00","665000.00","2654943.00","49617.00","--","4187414.00","--","--","--","4187414.00","0.00","0.00","0.00","51.20"
"109/03/07","108","1","1538","正峰新","356012.00","852587.00","1208599.00","499460.00","427299.00","926759.00","561358.00","--","-247676.00","-31842.00","--","281840.00","--","--","--","281840.00","0.00","0.00","0.00","5.02"
"109/03/07","108","1","1539","巨庭","2234696.00","891667.00","3126363.00","1435690.00","285078.00","1720768.00","653700.00","0.00","760657.00","-8762.00","--","1405595.00","--","--","0.00","1405595.00","0.00","0.00","0.00","21.50"
"109/03/07","108","1","1540","喬福","1574597.00","391647.00","1966244.00","442768.00","18180.00","460948.00","854736.00","235452.00","415108.00","0.00","0.00","--","--","--","--","1505296.00","0.00","0.00","0.00","17.61"
"109/03/07","108","1","1541","錩泰","1906448.00","1013393.00","2919841.00","1498475.00","266244.00","1764719.00","788000.00","1364.00","365386.00","372.00","0.00","1155122.00","--","--","0.00","1155122.00","--","0.00","0.00","14.66"
"109/03/07","108","1","1558","伸興","4699388.00","2043200.00","6742588.00","1406229.00","384983.00","1791212.00","605356.00","1385352.00","3056113.00","-142647.00","0.00","4904174.00","--","--","47202.00","4951376.00","--","0.00","0.00","81.01"
"109/03/07","108","1","1560","中砂","2938077.00","3856598.00","6794675.00","1764098.00","334424.00","2098522.00","1410000.00","1253788.00","1704645.00","19091.00","--","4387524.00","--","--","308629.00","4696153.00","0.00","0.00","0.00","31.12"
"109/03/07","108","1","1568","倉佑","1625946.00","1832408.00","3458354.00","953174.00","884597.00","1837771.00","1030865.00","145471.00","474705.00","-19761.00","-10697.00","1620583.00","--","--","--","1620583.00","--","0.00","554000.00","15.81"
"109/03/07","108","1","1582","信錦","6871973.00","1668655.00","8540628.00","2199995.00","514942.00","2714937.00","1237242.00","2591280.00","2337979.00","-340810.00","--","5825691.00","--","--","0.00","5825691.00","--","0.00","0.00","47.09"
"109/03/07","108","1","1583","程泰","9701386.00","5166475.00","14867861.00","7326919.00","1329201.00","8656120.00","1104004.00","489358.00","2975873.00","78206.00","--","4647441.00","--","--","1564300.00","6211741.00","--","0.00","0.00","42.10"
"109/03/07","108","1","1587","吉茂","1527303.00","1206533.00","2733836.00","1061556.00","427807.00","1489363.00","660359.00","415323.00","187327.00","-32109.00","0.00","1230900.00","--","--","13573.00","1244473.00","0.00","0.00","0.00","18.64"
"109/03/07","108","1","1589","永冠-KY","7730397.00","7105478.00","14835875.00","3882806.00","2774347.00","6657153.00","1056175.00","5553059.00","2185687.00","-775217.00","0.00","8019704.00","--","--","159018.00","8178722.00","--","0.00","0.00","75.93"
"109/03/07","108","1","1590","亞德客-KY","14979643.00","22197496.00","37177139.00","14417711.00","4562252.00","18979963.00","1890250.00","6870172.00","9782868.00","-355826.00","--","18187464.00","--","--","9712.00","18197176.00","--","0.00","0.00","96.22"
"109/03/07","108","1","1592","英瑞-KY","4347523.00","3728330.00","8075853.00","4204107.00","1340264.00","5544371.00","989783.00","867131.00","579812.00","59070.00","0.00","2495796.00","--","--","35686.00","2531482.00","--","0.00","0.00","25.22"
"109/03/07","108","1","1598","岱宇","3052427.00","3922612.00","6975039.00","3635827.00","1140672.00","4776499.00","929502.00","742399.00","383248.00","-53800.00","-172340.00","1829009.00","--","--","369531.00","2198540.00","--","0.00","4000000.00","20.56"
"109/03/07","108","1","1603","華電","3190134.00","4495518.00","7685652.00","1963101.00","774485.00","2737586.00","1916880.00","486837.00","4968916.00","-193970.00","-2244172.00","4934491.00","--","--","13575.00","4948066.00","--","0.00","32841809.00","31.06"
"109/03/07","108","1","1604","聲寶","4297619.00","8452727.00","12750346.00","3168472.00","2850653.00","6019125.00","3872000.00","132933.00","3204184.00","-154858.00","-608807.00","6445452.00","--","--","285769.00","6731221.00","--","0.00","18231605.00","17.47"
"109/03/07","108","1","1605","華新","56420672.00","77431406.00","133852078.00","32185560.00","19797431.00","51982991.00","33260002.00","16043146.00","32656267.00","-2086332.00","0.00","79873083.00","--","--","1996004.00","81869087.00","--","0.00","0.00","24.01"
"109/03/07","108","1","1608","華榮","5148626.00","6440123.00","11588749.00","2970747.00","1058285.00","4029032.00","6327735.00","256340.00","781149.00","-34913.00","-928637.00","6401674.00","--","--","1158043.00","7559717.00","--","0.00","208563824.00","15.09"
"109/03/07","108","1","1609","大亞","10692456.00","9756282.00","20448738.00","6334680.00","5851874.00","12186554.00","5721808.00","525556.00","802248.00","-86995.00","-20770.00","6941847.00","0.00","--","1320337.00","8262184.00","0.00","0.00","5633667.00","12.25"
"109/03/07","108","1","1611","中電","2709042.00","2765705.00","5474747.00","655315.00","264566.00","919881.00","3984392.00","3298.00","696685.00","-128813.00","-696.00","4554866.00","--","--","0.00","4554866.00","0.00","0.00","116273.00","11.44"
"109/03/07","108","1","1612","宏泰","2692600.00","2657577.00","5350177.00","608190.00","174361.00","782551.00","3160801.00","191704.00","1489177.00","-277723.00","--","4563959.00","--","--","3667.00","4567626.00","--","0.00","0.00","14.44"
"109/03/07","108","1","1614","三洋電","2177396.00","4486691.00","6664087.00","965496.00","448653.00","1414149.00","2691134.00","247531.00","2422131.00","-21948.00","-132298.00","5206550.00","--","--","43388.00","5249938.00","0.00","0.00","10182744.00","20.11"
"109/03/07","108","1","1615","大山","1150600.00","1226604.00","2377204.00","485908.00","184266.00","670174.00","1118618.00","0.00","820851.00","-232439.00","--","1707030.00","--","--","--","1707030.00","--","0.00","0.00","15.26"
"109/03/07","108","1","1616","億泰","2088717.00","995300.00","3084017.00","1320154.00","151263.00","1471417.00","1941485.00","2480.00","-193982.00","-52306.00","-85077.00","1612600.00","--","--","--","1612600.00","--","0.00","4654499.00","8.51"
"109/03/07","108","1","1617","榮星","1957811.00","963580.00","2921391.00","989839.00","118292.00","1108131.00","1442332.00","75660.00","360871.00","-65605.00","0.00","1813258.00","--","--","2.00","1813260.00","0.00","0.00","0.00","12.57"
"109/03/07","108","1","1618","合機","2262732.00","2032936.00","4295668.00","282138.00","51679.00","333817.00","2408647.00","503895.00","1201312.00","-152003.00","0.00","3961851.00","--","--","0.00","3961851.00","0.00","0.00","0.00","16.45"
"109/03/07","108","1","1626","艾美特-KY","5263603.00","3419086.00","8682689.00","5221713.00","828207.00","6049920.00","1228436.00","979283.00","545452.00","-97509.00","-33051.00","2622611.00","--","--","10158.00","2632769.00","0.00","0.00","1258000.00","21.57"
"109/03/07","108","1","1701","中化","5376378.00","5752885.00","11129263.00","3073804.00","2158843.00","5232647.00","2980811.00","645558.00","2204205.00","63350.00","-28054.00","5865870.00","--","--","30746.00","5896616.00","0.00","0.00","827883.00","19.73"
"109/03/07","108","1","1702","南僑","9899002.00","13617595.00","23516597.00","8584153.00","8210402.00","16794555.00","2941330.00","1012449.00","3385350.00","-337608.00","-576860.00","6424661.00","--","--","297381.00","6722042.00","--","0.00","46783259.00","25.97"
"109/03/07","108","1","1707","葡萄王","2790958.00","8238934.00","11029892.00","3089144.00","597331.00","3686475.00","1362864.00","965244.00","3824033.00","-46948.00","-91062.00","6014131.00","--","--","1329286.00","7343417.00","--","0.00","508000.00","44.29"
"109/03/07","108","1","1708","東鹼","2062248.00","11117521.00","13179769.00","2057017.00","5218335.00","7275352.00","2014479.00","16572.00","3812843.00","60523.00","--","5904417.00","--","--","0.00","5904417.00","0.00","0.00","0.00","29.31"
"109/03/07","108","1","1709","和益","5242591.00","6572518.00","11815109.00","3314129.00","900911.00","4215040.00","5021224.00","196382.00","1873663.00","131420.00","--","7222689.00","--","--","377380.00","7600069.00","0.00","0.00","0.00","14.38"
"109/03/07","108","1","1710","東聯","7378964.00","29929125.00","37308089.00","9985721.00","8170382.00","18156103.00","8857031.00","765359.00","6498971.00","-513241.00","-187798.00","15420322.00","--","--","3731664.00","19151986.00","--","0.00","13753554.00","17.68"
"109/03/07","108","1","1711","永光","6573438.00","7638659.00","14212097.00","3950557.00","2114624.00","6065181.00","5477522.00","473558.00","1922511.00","-46511.00","0.00","7827080.00","--","--","319836.00","8146916.00","0.00","0.00","0.00","14.29"
"109/03/07","108","1","1712","興農","7209033.00","8842213.00","16051246.00","5261354.00","3552499.00","8813853.00","4204926.00","450275.00","2788220.00","-251301.00","0.00","7192120.00","0.00","--","45273.00","7237393.00","--","0.00","0.00","17.10"
"109/03/07","108","1","1713","國化","971712.00","1522648.00","2494360.00","35960.00","124267.00","160227.00","1509517.00","3167.00","828888.00","-7439.00","0.00","--","--","--","--","2334133.00","--","0.00","0.00","15.46"
"109/03/07","108","1","1714","和桐","14963104.00","11039238.00","26002342.00","7789471.00","3559884.00","11349355.00","10168248.00","50541.00","1265075.00","-121613.00","-95951.00","11266300.00","--","--","3386687.00","14652987.00","0.00","0.00","13659844.00","11.23"
"109/03/07","108","1","1717","長興","31493052.00","24394433.00","55887485.00","16589980.00","16121553.00","32711533.00","12402795.00","356046.00","9486572.00","309116.00","--","22554529.00","--","--","621423.00","23175952.00","--","0.00","0.00","18.19"
"109/03/07","108","1","1720","生達","3354264.00","3275429.00","6629693.00","1735543.00","569480.00","2305023.00","1786961.00","197315.00","1671682.00","83465.00","--","3739423.00","--","--","585247.00","4324670.00","0.00","0.00","0.00","20.93"
"109/03/07","108","1","1721","三晃","2011964.00","2106707.00","4118671.00","1012986.00","808884.00","1821870.00","2223473.00","37785.00","92191.00","-8463.00","-52768.00","2292218.00","0.00","--","4583.00","2296801.00","--","0.00","5319000.00","10.56"
"109/03/07","108","1","1722","台肥","14596848.00","63130026.00","77726874.00","2644972.00","23717717.00","26362689.00","9800000.00","2243635.00","37973882.00","1346668.00","--","51364185.00","--","--","--","51364185.00","0.00","0.00","0.00","52.41"
"109/03/07","108","1","1723","中碳","4745763.00","8114804.00","12860567.00","3570618.00","1497524.00","5068142.00","2369044.00","820648.00","4437263.00","-88363.00","-117638.00","7420954.00","--","--","371471.00","7792425.00","--","0.00","4753537.00","31.97"
"109/03/07","108","1","1724","台硝","857376.00","1926896.00","2784272.00","691064.00","89220.00","780284.00","1278139.00","12432.00","739704.00","-26287.00","--","--","--","--","--","2003988.00","--","0.00","0.00","15.68"
"109/03/07","108","1","1725","元禎","4572771.00","707252.00","5280023.00","1922108.00","84727.00","2006835.00","1818300.00","2287.00","778845.00","673756.00","0.00","3273188.00","--","--","0.00","3273188.00","--","0.00","0.00","18.00"
"109/03/07","108","1","1726","永記","7002611.00","3031359.00","10033970.00","1101787.00","297169.00","1398956.00","1620000.00","109111.00","7145741.00","-239838.00","--","8635014.00","--","--","--","8635014.00","--","0.00","0.00","53.30"
"109/03/07","108","1","1727","中華化","1150813.00","1411762.00","2562575.00","1032273.00","18328.00","1050601.00","1102500.00","9324.00","390540.00","-5854.00","--","1496510.00","--","--","15464.00","1511974.00","--","0.00","0.00","13.57"
"109/03/07","108","1","1730","花仙子","1532581.00","1307717.00","2840298.00","781653.00","270740.00","1052393.00","632339.00","234969.00","807405.00","-2444.00","0.00","1672269.00","0.00","--","115636.00","1787905.00","--","0.00","0.00","26.45"
"109/03/07","108","1","1731","美吾華","1461209.00","1217365.00","2678574.00","586740.00","323648.00","910388.00","1329152.00","201257.00","404258.00","-166481.00","--","1768186.00","--","--","--","1768186.00","--","0.00","0.00","13.30"
"109/03/07","108","1","1732","毛寶","363227.00","223602.00","586829.00","120400.00","31438.00","151838.00","424439.00","2704.00","12407.00","-4559.00","--","434991.00","--","--","--","434991.00","0.00","0.00","0.00","10.25"
"109/03/07","108","1","1733","五鼎","1607665.00","1084230.00","2691895.00","500943.00","516984.00","1017927.00","1005250.00","62209.00","595856.00","10147.00","-1181.00","1672281.00","--","--","1687.00","1673968.00","--","82000.00","36000.00","16.76"
"109/03/07","108","1","1734","杏輝","2181709.00","3729551.00","5911260.00","969171.00","1513662.00","2482833.00","1677221.00","1045948.00","294046.00","-63582.00","--","2953633.00","--","--","474794.00","3428427.00","--","0.00","0.00","17.61"
"109/03/07","108","1","1735","日勝化","2001898.00","956908.00","2958806.00","1402520.00","144738.00","1547258.00","993880.00","98017.00","317615.00","2036.00","--","1411548.00","--","--","--","1411548.00","--","0.00","0.00","14.20"
"109/03/07","108","1","1736","喬山","17607541.00","7881488.00","25489029.00","13258957.00","3675355.00","16934312.00","3040166.00","64971.00","6420975.00","-928791.00","-48948.00","8548373.00","--","--","6344.00","8554717.00","--","0.00","900000.00","28.20"
"109/03/07","108","1","1737","臺鹽","2796558.00","4718247.00","7514805.00","517027.00","746205.00","1263232.00","2000000.00","2486320.00","1767594.00","-2341.00","--","6251573.00","--","--","--","6251573.00","--","0.00","0.00","31.26"
"109/03/07","108","1","1760","寶齡富錦","1322998.00","592934.00","1915932.00","384662.00","133676.00","518338.00","767391.00","401192.00","236921.00","-7910.00","--","1397594.00","--","--","--","1397594.00","0.00","0.00","0.00","18.21"
