出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"109/03/07","108","1","3019","亞光","16813340.00","4373260.00","21186600.00","4775269.00","230294.00","5005563.00","2810839.00","5770853.00","3452768.00","-24172.00","--","12010288.00","--","--","4170749.00","16181037.00","--","0.00","0.00","42.73"
"109/03/07","108","1","3021","鴻名","1777845.00","549347.00","2327192.00","1005062.00","76269.00","1081331.00","958135.00","7991.00","349226.00","-55342.00","-14262.00","1245748.00","--","--","113.00","1245861.00","0.00","0.00","1000000.00","13.14"
"109/03/07","108","1","3022","威強電","6833294.00","4096481.00","10929775.00","1987437.00","752409.00","2739846.00","2954830.00","980511.00","4644019.00","-389431.00","--","8189929.00","--","--","0.00","8189929.00","0.00","0.00","0.00","27.72"
"109/03/07","108","1","3023","信邦","11575568.00","3180622.00","14756190.00","6772571.00","481777.00","7254348.00","2290745.00","1042110.00","4108405.00","-210779.00","0.00","7230481.00","--","--","271361.00","7501842.00","0.00","0.00","0.00","31.90"
"109/03/07","108","1","3024","憶聲","1460612.00","2476645.00","3937257.00","913645.00","269698.00","1183343.00","2771575.00","259.00","359603.00","-381327.00","--","2750110.00","--","--","3804.00","2753914.00","--","0.00","0.00","9.92"
"109/03/07","108","1","3025","星通","688628.00","252306.00","940934.00","121165.00","61950.00","183115.00","709206.00","49626.00","1294.00","-2063.00","0.00","758063.00","--","--","-244.00","757819.00","0.00","0.00","0.00","10.69"
"109/03/07","108","1","3026","禾伸堂","10356604.00","3993769.00","14350373.00","3695964.00","214694.00","3910658.00","1579908.00","3403643.00","5072272.00","-127347.00","--","9928476.00","--","--","511239.00","10439715.00","--","0.00","0.00","62.84"
"109/03/07","108","1","3027","盛達","1350717.00","831087.00","2181804.00","444912.00","246553.00","691465.00","988563.00","294525.00","260454.00","-79361.00","0.00","1464181.00","--","--","26158.00","1490339.00","--","0.00","0.00","14.81"
"109/03/07","108","1","3028","增你強","14441645.00","771527.00","15213172.00","10398372.00","196892.00","10595264.00","2138249.00","965034.00","1293219.00","221406.00","--","4617908.00","--","--","0.00","4617908.00","0.00","0.00","0.00","21.60"
"109/03/07","108","1","3029","零壹","3571313.00","623303.00","4194616.00","1864223.00","24544.00","1888767.00","1233092.00","451417.00","624523.00","-10798.00","--","2298234.00","--","--","7615.00","2305849.00","--","0.00","0.00","18.64"
"109/03/07","108","1","3030","德律","4481857.00","2259254.00","6741111.00","956030.00","183708.00","1139738.00","2362160.00","53290.00","3213212.00","-27289.00","--","5601373.00","--","--","--","5601373.00","0.00","0.00","0.00","23.71"
"109/03/07","108","1","3031","佰鴻","2090416.00","1460873.00","3551289.00","565603.00","98262.00","663865.00","1866742.00","441683.00","462481.00","-1434.00","0.00","2769472.00","--","--","117952.00","2887424.00","0.00","0.00","0.00","14.84"
"109/03/07","108","1","3032","偉訓","5990634.00","2059410.00","8050044.00","4122739.00","114142.00","4236881.00","1132856.00","375974.00","1103343.00","-189891.00","-28221.00","2394061.00","0.00","--","1419102.00","3813163.00","--","0.00","1066000.00","21.33"
"109/03/07","108","1","3033","威健","22655699.00","813280.00","23468979.00","16844815.00","702698.00","17547513.00","3459472.00","878434.00","1709912.00","-126352.00","--","5921466.00","--","--","--","5921466.00","--","0.00","0.00","17.12"
"109/03/07","108","1","3034","聯詠","41690382.00","7639920.00","49330302.00","15792112.00","1184482.00","16976594.00","6085115.00","3287822.00","23376635.00","-395864.00","0.00","32353708.00","--","--","0.00","32353708.00","--","0.00","0.00","53.17"
"109/03/07","108","1","3035","智原","4287458.00","2909490.00","7196948.00","1698489.00","544352.00","2242841.00","2485503.00","627408.00","2292545.00","-465784.00","--","4939672.00","--","--","14435.00","4954107.00","0.00","0.00","0.00","19.87"
"109/03/07","108","1","3036","文曄","86194176.00","5397912.00","91592088.00","67067496.00","1244469.00","68311965.00","5866425.00","9386493.00","8037015.00","-10615.00","--","23279318.00","--","--","805.00","23280123.00","0.00","0.00","0.00","41.75"
"109/03/07","108","1","3037","欣興","44282615.00","58750534.00","103033149.00","34002300.00","21527362.00","55529662.00","15048303.00","8591001.00","20190194.00","-140618.00","-803247.00","42885633.00","--","--","4617854.00","47503487.00","0.00","0.00","49100000.00","29.46"
"109/03/07","108","1","3038","全台","2639836.00","715048.00","3354884.00","967493.00","564251.00","1531744.00","1744076.00","28226.00","410643.00","-99849.00","-323947.00","1759149.00","--","--","63991.00","1823140.00","0.00","0.00","25794388.00","11.84"
"109/03/07","108","1","3040","遠見","671943.00","937728.00","1609671.00","70157.00","99140.00","169297.00","630000.00","13335.00","715734.00","81305.00","--","1440374.00","--","--","0.00","1440374.00","0.00","0.00","0.00","22.86"
"109/03/07","108","1","3041","揚智","2752881.00","1644242.00","4397123.00","785801.00","22041.00","807842.00","3025911.00","1146028.00","-514260.00","30755.00","-100228.00","3588206.00","--","--","1075.00","3589281.00","0.00","0.00","6200000.00","12.11"
"109/03/07","108","1","3042","晶技","6956174.00","5453152.00","12409326.00","1946591.00","1478358.00","3424949.00","3097570.00","1666296.00","4371262.00","-150751.00","--","8984377.00","--","--","0.00","8984377.00","--","0.00","0.00","29.00"
"109/03/07","108","1","3043","科風","778972.00","418839.00","1197811.00","1130163.00","41743.00","1171906.00","1948781.00","1048393.00","-2900449.00","-38058.00","--","58667.00","--","--","-32762.00","25905.00","0.00","0.00","0.00","0.30"
"109/03/07","108","1","3044","健鼎","47100249.00","19643926.00","66744175.00","30109446.00","2382496.00","32491942.00","5256059.00","333778.00","30100871.00","-1446049.00","--","34244659.00","--","--","7574.00","34252233.00","0.00","0.00","0.00","65.15"
"109/03/07","108","1","3045","台灣大","28604363.00","126601896.00","155206259.00","39409122.00","43116154.00","82525276.00","34335243.00","13473333.00","47978793.00","237884.00","-29717344.00","66307909.00","--","--","6373074.00","72680983.00","--","9690517.00","698751601.00","24.25"
"109/03/07","108","1","3046","建碁","1043022.00","541899.00","1584921.00","637009.00","155538.00","792547.00","714480.00","0.00","88614.00","-24725.00","--","778369.00","--","--","14005.00","792374.00","0.00","0.00","0.00","10.89"
"109/03/07","108","1","3047","訊舟","4254084.00","2762265.00","7016349.00","2902807.00","1582319.00","4485126.00","1864916.00","163820.00","58097.00","-12853.00","-20211.00","2053769.00","--","--","477454.00","2531223.00","--","0.00","2156508.00","11.14"
"109/03/07","108","1","3048","益登","16452690.00","1095401.00","17548091.00","13394034.00","800981.00","14195015.00","2225726.00","122316.00","946533.00","45545.00","--","3340120.00","--","--","12956.00","3353076.00","--","0.00","0.00","15.01"
"109/03/07","108","1","3049","和鑫","1719562.00","15453569.00","17173131.00","2254721.00","6983755.00","9238476.00","7369485.00","62535.00","212919.00","0.00","--","7644939.00","--","--","289716.00","7934655.00","0.00","0.00","0.00","10.37"
"109/03/07","108","1","3050","鈺德","1310536.00","3310873.00","4621409.00","714863.00","1489569.00","2204432.00","1459845.00","523433.00","331046.00","-39760.00","0.00","2274564.00","--","--","142413.00","2416977.00","0.00","0.00","0.00","15.58"
"109/03/07","108","1","3051","力特","2040778.00","7044849.00","9085627.00","1272744.00","6468889.00","7741633.00","3253324.00","0.00","-1908465.00","-865.00","--","1343994.00","--","--","0.00","1343994.00","0.00","0.00","0.00","4.13"
"109/03/07","108","1","3052","夆典","10228275.00","532797.00","10761072.00","7440391.00","505588.00","7945979.00","2287135.00","234676.00","432204.00","-12227.00","-255837.00","2685951.00","--","--","129142.00","2815093.00","0.00","0.00","28124802.00","13.39"
"109/03/07","108","1","3054","立萬利","569238.00","487934.00","1057172.00","43735.00","5040.00","48775.00","900000.00","182134.00","127440.00","-34609.00","-166568.00","1008397.00","--","--","--","1008397.00","0.00","0.00","6588959.00","12.09"
"109/03/07","108","1","3055","蔚華科","2285649.00","1245123.00","3530772.00","875606.00","141847.00","1017453.00","1035079.00","235546.00","1773622.00","-302313.00","-259416.00","2482518.00","--","--","30801.00","2513319.00","--","0.00","9421030.00","26.39"
"109/03/07","108","1","3056","總太","9507054.00","402616.00","9909670.00","5252469.00","43600.00","5296069.00","2090972.00","813412.00","1705417.00","3800.00","0.00","4613601.00","0.00","--","0.00","4613601.00","--","694800.00","0.00","22.05"
"109/03/07","108","1","3057","喬鼎","1514035.00","507088.00","2021123.00","716155.00","174161.00","890316.00","1614092.00","91681.00","-530829.00","-46754.00","--","1128190.00","--","--","2617.00","1130807.00","--","0.00","0.00","6.99"
"109/03/07","108","1","3058","立德","2728038.00","2049589.00","4777627.00","2189451.00","322560.00","2512011.00","1675674.00","519006.00","119551.00","-21312.00","-27490.00","2265429.00","--","--","187.00","2265616.00","0.00","0.00","3384000.00","13.80"
"109/03/07","108","1","3059","華晶科","10140800.00","4640377.00","14781177.00","3699523.00","1304441.00","5003964.00","2740113.00","2262397.00","4304840.00","-183350.00","0.00","9124000.00","--","--","653213.00","9777213.00","0.00","0.00","0.00","33.30"
"109/03/07","108","1","3060","銘異","3570193.00","2704339.00","6274532.00","2045683.00","534198.00","2579881.00","1393616.00","1748231.00","974925.00","-522914.00","-76800.00","3517058.00","--","--","177593.00","3694651.00","0.00","0.00","1798400.00","25.57"
"109/03/07","108","1","3062","建漢","4695034.00","3059238.00","7754272.00","1378353.00","771269.00","2149622.00","3286054.00","578131.00","1809860.00","-69395.00","--","5604650.00","--","--","--","5604650.00","--","0.00","0.00","17.06"
"109/03/07","108","1","3090","日電貿","7431075.00","1035411.00","8466486.00","3198236.00","133528.00","3331764.00","1786572.00","417508.00","2531372.00","165470.00","--","4900922.00","--","--","233800.00","5134722.00","--","0.00","0.00","27.43"
"109/03/07","108","1","3094","聯傑","884653.00","381324.00","1265977.00","34551.00","81666.00","116217.00","846551.00","219776.00","116958.00","-6492.00","-28115.00","1148678.00","--","--","1082.00","1149760.00","0.00","0.00","1515000.00","13.82"
"109/03/07","108","1","3130","一零四","2149253.00","380937.00","2530190.00","890136.00","80484.00","970620.00","331917.00","397859.00","826307.00","-3194.00","--","1552889.00","--","--","6681.00","1559570.00","0.00","0.00","0.00","46.79"
"109/03/07","108","1","3149","正達","1731999.00","2701659.00","4433658.00","2315770.00","521459.00","2837229.00","2063936.00","269239.00","-913770.00","177024.00","--","1596429.00","--","--","--","1596429.00","0.00","0.00","0.00","7.73"
"109/03/07","108","1","3164","景岳","1177685.00","567616.00","1745301.00","92484.00","37073.00","129557.00","889119.00","398583.00","245085.00","9278.00","--","1542065.00","--","--","73679.00","1615744.00","0.00","0.00","0.00","17.34"
"109/03/07","108","1","3167","大量","3746755.00","602773.00","4349528.00","1475396.00","831921.00","2307317.00","801341.00","141460.00","1139695.00","-44270.00","--","2038226.00","--","--","3985.00","2042211.00","--","0.00","0.00","25.44"
"109/03/07","108","1","3189","景碩","18082272.00","24248973.00","42331245.00","10009977.00","3216893.00","13226870.00","4513609.00","6158061.00","16592382.00","-136721.00","-528.00","27126803.00","--","--","1977572.00","29104375.00","0.00","0.00","52800.00","60.11"
"109/03/07","108","1","3209","全科","10170238.00","614912.00","10785150.00","7833650.00","170096.00","8003746.00","1695251.00","376286.00","621497.00","-2533.00","0.00","2690501.00","0.00","--","90903.00","2781404.00","0.00","0.00","0.00","15.87"
"109/03/07","108","1","3229","晟鈦","559733.00","466309.00","1026042.00","220471.00","109219.00","329690.00","935159.00","21222.00","-268792.00","2395.00","--","689984.00","--","--","6368.00","696352.00","0.00","0.00","0.00","7.38"
"109/03/07","108","1","3231","緯創","265237262.00","65259367.00","330496629.00","222549166.00","26525991.00","249075157.00","28421220.00","24733389.00","23182875.00","-3437611.00","-533236.00","72366637.00","--","--","9054835.00","81421472.00","0.00","0.00","24362000.00","25.68"
"109/03/07","108","1","3257","虹冠電","1347355.00","486304.00","1833659.00","104708.00","23229.00","127937.00","693803.00","562024.00","465612.00","-15717.00","--","1705722.00","--","--","--","1705722.00","--","0.00","0.00","24.59"
"109/03/07","108","1","3266","昇陽","9128078.00","1436216.00","10564294.00","4240956.00","660971.00","4901927.00","3523143.00","802339.00","840058.00","-29370.00","--","5136170.00","--","--","526197.00","5662367.00","0.00","0.00","0.00","14.58"
"109/03/07","108","1","3296","勝德","2030801.00","375573.00","2406374.00","714926.00","67021.00","781947.00","982244.00","276981.00","402722.00","-37520.00","0.00","1624427.00","--","--","--","1624427.00","--","0.00","0.00","16.54"
"109/03/07","108","1","3305","昇貿","4658027.00","1908892.00","6566919.00","2135791.00","734503.00","2870294.00","1214893.00","1170438.00","1420342.00","-89754.00","-88149.00","3627770.00","--","--","68855.00","3696625.00","0.00","0.00","3224000.00","30.67"
"109/03/07","108","1","3308","聯德","1320358.00","546129.00","1866487.00","994441.00","17039.00","1011480.00","985696.00","259684.00","-397620.00","7272.00","0.00","855032.00","--","--","-25.00","855007.00","--","0.00","0.00","8.67"
"109/03/07","108","1","3311","閎暉","3914075.00","846187.00","4760262.00","843586.00","133852.00","977438.00","1793838.00","507154.00","1721582.00","-239750.00","0.00","3782824.00","--","--","0.00","3782824.00","--","0.00","0.00","21.09"
"109/03/07","108","1","3312","弘憶股","3619939.00","74998.00","3694937.00","2303240.00","31823.00","2335063.00","1103104.00","44977.00","225653.00","-13860.00","--","1359874.00","--","--","--","1359874.00","0.00","0.00","0.00","12.33"
"109/03/07","108","1","3321","同泰","1635485.00","1602831.00","3238316.00","1204114.00","1280667.00","2484781.00","1190000.00","236168.00","-584706.00","-50525.00","-37402.00","753535.00","--","--","--","753535.00","0.00","0.00","1454000.00","6.41"
"109/03/07","108","1","3338","泰碩","2791527.00","802643.00","3594170.00","1811234.00","315063.00","2126297.00","864820.00","257207.00","360338.00","-14492.00","0.00","1467873.00","--","--","--","1467873.00","0.00","0.00","0.00","16.97"
"109/03/07","108","1","3346","麗清","4486477.00","786693.00","5273170.00","2990407.00","546843.00","3537250.00","757840.00","492522.00","559385.00","-73827.00","--","1735920.00","--","--","--","1735920.00","--","0.00","0.00","22.91"
"109/03/07","108","1","3356","奇偶","2605158.00","385730.00","2990888.00","1277525.00","103818.00","1381343.00","896635.00","222995.00","502181.00","-23082.00","--","1598729.00","--","--","10816.00","1609545.00","0.00","0.00","0.00","17.83"
"109/03/07","108","1","3376","新日興","10218441.00","6474309.00","16692750.00","3286457.00","391136.00","3677593.00","1787303.00","2805234.00","8612124.00","-189504.00","--","13015157.00","--","--","--","13015157.00","--","5000.00","0.00","72.82"
"109/03/07","108","1","3380","明泰","12017508.00","2590079.00","14607587.00","3550596.00","538548.00","4089144.00","5431882.00","3560712.00","2083057.00","-557208.00","0.00","10518443.00","--","--","--","10518443.00","--","0.00","0.00","19.36"
"109/03/07","108","1","3383","新世紀","906392.00","2767390.00","3673782.00","425160.00","2599055.00","3024215.00","3076823.00","18301.00","-2454604.00","9047.00","0.00","649567.00","--","--","0.00","649567.00","--","0.00","0.00","2.11"
"109/03/07","108","1","3406","玉晶光","4453433.00","8342227.00","12795660.00","3248302.00","1441875.00","4690177.00","1007665.00","5520830.00","1635616.00","-85992.00","--","8078119.00","--","--","27364.00","8105483.00","0.00","575200.00","0.00","80.17"
"109/03/07","108","1","3413","京鼎","5579240.00","2607988.00","8187228.00","2562028.00","1215718.00","3777746.00","826875.00","853617.00","2600840.00","98680.00","--","4380012.00","--","--","29470.00","4409482.00","0.00","0.00","0.00","52.97"
"109/03/07","108","1","3416","融程電","2028837.00","537111.00","2565948.00","403309.00","7572.00","410881.00","721815.00","961528.00","507364.00","-35640.00","--","2155067.00","--","--","--","2155067.00","--","0.00","0.00","29.86"
"109/03/07","108","1","3419","譁裕","1346095.00","786288.00","2132383.00","564404.00","17741.00","582145.00","1204804.00","311825.00","71306.00","-39500.00","--","1548435.00","--","--","1803.00","1550238.00","0.00","0.00","0.00","12.85"
"109/03/07","108","1","3432","台端","1873363.00","79363.00","1952726.00","239733.00","163600.00","403333.00","665860.00","243717.00","682196.00","-42380.00","--","1549393.00","--","--","--","1549393.00","--","0.00","0.00","23.27"
"109/03/07","108","1","3437","榮創","2646533.00","1537496.00","4184029.00","1389330.00","44210.00","1433540.00","1445480.00","938103.00","390654.00","-23748.00","0.00","2750489.00","--","--","--","2750489.00","0.00","0.00","0.00","19.03"
"109/03/07","108","1","3443","創意","5901096.00","1611130.00","7512226.00","2724019.00","265914.00","2989933.00","1340119.00","32578.00","3154555.00","-4959.00","--","4522293.00","--","--","--","4522293.00","--","0.00","0.00","33.75"
"109/03/07","108","1","3450","聯鈞","4754687.00","3738752.00","8493439.00","1908440.00","626851.00","2535291.00","1456814.00","442843.00","2153485.00","-18077.00","--","4035065.00","--","--","1923083.00","5958148.00","--","0.00","0.00","27.70"
"109/03/07","108","1","3454","晶睿","2958973.00","1549780.00","4508753.00","1127702.00","452310.00","1580012.00","844786.00","486704.00","1574318.00","-30971.00","0.00","2874837.00","0.00","--","53904.00","2928741.00","0.00","0.00","0.00","34.03"
"109/03/07","108","1","3481","群創","154948024.00","249566035.00","404514059.00","114276803.00","36834291.00","151111094.00","99520720.00","99648129.00","56760538.00","-2526422.00","--","253402965.00","--","--","--","253402965.00","0.00","0.00","0.00","25.46"
"109/03/07","108","1","3494","誠研","919379.00","2882112.00","3801491.00","753570.00","1074461.00","1828031.00","1794506.00","593887.00","-851219.00","-41927.00","--","1495247.00","--","--","478213.00","1973460.00","--","0.00","0.00","8.33"
"109/03/07","108","1","3501","維熹","5126649.00","3043513.00","8170162.00","1681855.00","462029.00","2143884.00","1182579.00","1745772.00","3244593.00","-134117.00","--","6038827.00","--","--","-12549.00","6026278.00","0.00","0.00","0.00","51.06"
"109/03/07","108","1","3504","揚明光","3101166.00","2997709.00","6098875.00","1782673.00","741280.00","2523953.00","1140598.00","1648711.00","865332.00","-87545.00","--","3567096.00","--","--","7826.00","3574922.00","0.00","0.00","0.00","31.27"
"109/03/07","108","1","3515","華擎","9108900.00","700891.00","9809791.00","3483705.00","78313.00","3562018.00","1206976.00","3136677.00","2143769.00","-234497.00","0.00","6252925.00","--","--","-5152.00","6247773.00","0.00","0.00","0.00","51.81"
"109/03/07","108","1","3518","柏騰","1177452.00","1124189.00","2301641.00","592787.00","28293.00","621080.00","807522.00","1437214.00","-442688.00","-86843.00","-34651.00","1680554.00","--","--","7.00","1680561.00","--","0.00","1610000.00","21.23"
"109/03/07","108","1","3528","安馳","3264583.00","158248.00","3422831.00","1885906.00","44363.00","1930269.00","655972.00","262128.00","541068.00","33394.00","0.00","--","--","--","--","1492562.00","0.00","0.00","0.00","22.75"
"109/03/07","108","1","3530","晶相光","2058290.00","329400.00","2387690.00","182958.00","25670.00","208628.00","779779.00","1130121.00","268254.00","908.00","--","2179062.00","--","--","--","2179062.00","--","0.00","0.00","27.94"
"109/03/07","108","1","3532","台勝科","14184379.00","11297714.00","25482093.00","2205747.00","457364.00","2663111.00","3878483.00","5739155.00","13172049.00","29295.00","0.00","22818982.00","0.00","--","0.00","22818982.00","--","0.00","0.00","58.83"
"109/03/07","108","1","3533","嘉澤","10106153.00","4815237.00","14921390.00","3143413.00","154513.00","3297926.00","1034779.00","3766109.00","6614026.00","-173789.00","0.00","11241125.00","--","--","382339.00","11623464.00","0.00","0.00","0.00","108.63"
"109/03/07","108","1","3535","晶彩科","2219697.00","507621.00","2727318.00","1299036.00","400395.00","1699431.00","790523.00","98490.00","142377.00","-3503.00","--","1027887.00","--","--","--","1027887.00","--","0.00","0.00","13.00"
"109/03/07","108","1","3536","誠創","1089075.00","1082716.00","2171791.00","1187439.00","237684.00","1425123.00","1068000.00","12343.00","-455793.00","-13420.00","--","611130.00","--","--","135538.00","746668.00","--","0.00","0.00","5.72"
"109/03/07","108","1","3545","敦泰","7338148.00","3347159.00","10685307.00","2559076.00","191569.00","2750645.00","2987924.00","6554477.00","-1431952.00","194351.00","-393203.00","7911597.00","--","--","23065.00","7934662.00","--","0.00","15970000.00","27.97"
"109/03/07","108","1","3550","聯穎","3235654.00","760850.00","3996504.00","1364598.00","602086.00","1966684.00","850000.00","423087.00","905554.00","-162204.00","--","2016437.00","--","--","13383.00","2029820.00","0.00","0.00","0.00","23.72"
"109/03/07","108","1","3557","嘉威","604050.00","27974.00","632024.00","82014.00","11450.00","93464.00","773254.00","4908.00","-239602.00","--","--","538560.00","--","--","0.00","538560.00","--","0.00","0.00","6.96"
"109/03/07","108","1","3563","牧德","3376616.00","455541.00","3832157.00","2372874.00","73551.00","2446425.00","426082.00","59512.00","838512.00","-2259.00","0.00","1321847.00","--","--","63885.00","1385732.00","0.00","0.00","0.00","31.02"
"109/03/07","108","1","3576","聯合再生","22734105.00","34798758.00","57532863.00","19878852.00","12592360.00","32471212.00","25153495.00","1011125.00","-1345009.00","-581886.00","-18699.00","24219026.00","--","--","842625.00","25061651.00","--","0.00","1883000.00","9.64"
"109/03/07","108","1","3583","辛耘","2350522.00","1529266.00","3879788.00","1154413.00","126224.00","1280637.00","811390.00","530045.00","1311018.00","-2643.00","-50659.00","2599151.00","--","--","--","2599151.00","--","0.00","811000.00","32.36"
"109/03/07","108","1","3588","通嘉","1105230.00","476964.00","1582194.00","232074.00","29381.00","261455.00","468942.00","416249.00","438272.00","-2724.00","0.00","1320739.00","--","--","--","1320739.00","0.00","0.00","0.00","28.16"
"109/03/07","108","1","3591","艾笛森","2232035.00","1873494.00","4105529.00","991656.00","97033.00","1088689.00","1250014.00","1883244.00","8843.00","-139041.00","-93957.00","2909103.00","--","--","107737.00","3016840.00","0.00","0.00","5500000.00","24.34"
"109/03/07","108","1","3593","力銘","304153.00","939567.00","1243720.00","657837.00","104223.00","762060.00","630425.00","0.00","-181673.00","32908.00","0.00","481660.00","--","--","--","481660.00","0.00","0.00","0.00","7.64"
"109/03/07","108","1","3596","智易","20182335.00","2758223.00","22940558.00","12820690.00","198680.00","13019370.00","1935770.00","2794610.00","4980387.00","-246587.00","--","9464180.00","--","--","457008.00","9921188.00","--","0.00","0.00","48.89"
"109/03/07","108","1","3605","宏致","5081295.00","3187601.00","8268896.00","2506449.00","1403745.00","3910194.00","1223959.00","500768.00","2552311.00","-15035.00","--","4262003.00","--","--","96699.00","4358702.00","0.00","0.00","0.00","34.82"
"109/03/07","108","1","3607","谷崧","4131380.00","3224049.00","7355429.00","2238201.00","1038961.00","3277162.00","1216622.00","2649585.00","409423.00","-299706.00","--","3975924.00","--","--","102343.00","4078267.00","--","0.00","0.00","32.68"
"109/03/07","108","1","3617","碩天","5873554.00","3786840.00","9660394.00","4213878.00","942633.00","5156511.00","809510.00","1398242.00","2364634.00","-63651.00","--","4508735.00","--","--","-4852.00","4503883.00","--","0.00","0.00","55.70"
"109/03/07","108","1","3622","洋華","3095429.00","1779847.00","4875276.00","359168.00","58232.00","417400.00","1513276.00","2289039.00","96772.00","523820.00","--","4422907.00","--","--","34969.00","4457876.00","0.00","0.00","0.00","29.23"
"109/03/07","108","1","3645","達邁","1321479.00","3198919.00","4520398.00","919804.00","1087439.00","2007243.00","1232576.00","416951.00","874513.00","-1247.00","--","2522793.00","--","--","-9638.00","2513155.00","--","0.00","0.00","20.47"
"109/03/07","108","1","3653","健策","4526540.00","2531549.00","7058089.00","1133076.00","184939.00","1318015.00","1202784.00","3103245.00","1469020.00","-34975.00","0.00","5740074.00","--","--","--","5740074.00","--","10202803.00","0.00","47.72"
"109/03/07","108","1","3661","世芯-KY","3040728.00","840274.00","3881002.00","688528.00","128918.00","817446.00","598813.00","1468098.00","921411.00","75234.00","0.00","3063556.00","0.00","--","0.00","3063556.00","0.00","0.00","0.00","51.16"
"109/03/07","108","1","3665","貿聯-KY","12702014.00","5307640.00","18009654.00","7394569.00","1037965.00","8432534.00","1185174.00","4893638.00","3930305.00","-488564.00","--","9520553.00","--","--","56567.00","9577120.00","0.00","0.00","0.00","80.33"
"109/03/07","108","1","3669","圓展","1413688.00","1438888.00","2852576.00","357174.00","125268.00","482442.00","929200.00","735120.00","706260.00","-446.00","0.00","2370134.00","--","--","--","2370134.00","--","0.00","0.00","25.51"
"109/03/07","108","1","3673","TPK-KY","47948842.00","38379026.00","86327868.00","32092898.00","16785831.00","48878729.00","4066638.00","28152160.00","2437137.00","2391740.00","--","37047675.00","--","--","401464.00","37449139.00","--","0.00","0.00","91.10"
"109/03/07","108","1","3679","新至陞","5397594.00","1924440.00","7322034.00","1625822.00","1750423.00","3376245.00","622962.00","957022.00","2488540.00","-122735.00","0.00","3945789.00","--","--","0.00","3945789.00","0.00","0.00","0.00","63.34"
"109/03/07","108","1","3682","亞太電","3793252.00","36104701.00","39897953.00","7523464.00","2752071.00","10275535.00","42982322.00","6798134.00","-20300570.00","51.00","--","29479937.00","--","--","142481.00","29622418.00","0.00","0.00","0.00","6.86"
"109/03/07","108","1","3686","達能","1103859.00","319291.00","1423150.00","109946.00","216051.00","325997.00","3496268.00","0.00","-2399115.00","--","--","--","--","--","--","1097153.00","0.00","0.00","0.00","3.14"
"109/03/07","108","1","3694","海華","2580087.00","1874310.00","4454397.00","2529223.00","281815.00","2811038.00","1506578.00","1061293.00","-837922.00","-86590.00","0.00","1643359.00","0.00","--","0.00","1643359.00","0.00","0.00","0.00","10.91"
"109/03/07","108","1","3698","隆達","9202845.00","6606230.00","15809075.00","3537732.00","598262.00","4135994.00","5201514.00","6182952.00","443261.00","-326312.00","-10728.00","11490687.00","--","--","182394.00","11673081.00","0.00","0.00","720000.00","22.12"
"109/03/07","108","1","3701","大眾控","4748452.00","2919535.00","7667987.00","2361467.00","1605260.00","3966727.00","1903446.00","164869.00","294448.00","-183156.00","--","2179607.00","--","--","1521653.00","3701260.00","0.00","0.00","0.00","11.45"
"109/03/07","108","1","3702","大聯大","171608939.00","16555196.00","188164135.00","116076311.00","15633225.00","131709536.00","16790568.00","19454882.00","22020425.00","-2289006.00","--","55976869.00","--","--","477730.00","56454599.00","0.00","0.00","0.00","33.34"
"109/03/07","108","1","3703","欣陸","44446779.00","22990249.00","67437028.00","27476303.00","13300399.00","40776702.00","8232160.00","6804435.00","8783771.00","480454.00","--","24300820.00","--","--","2359506.00","26660326.00","--","0.00","0.00","29.52"
"109/03/07","108","1","3704","合勤控","15447658.00","3280866.00","18728524.00","10314501.00","767305.00","11081806.00","4411773.00","3729927.00","-97944.00","-333250.00","-120861.00","7589645.00","--","--","57073.00","7646718.00","--","0.00","9391262.00","17.58"
"109/03/07","108","1","3705","永信","5889958.00","6016456.00","11906414.00","4618171.00","900936.00","5519107.00","2664230.00","2118911.00","1712926.00","-220993.00","-1439.00","6273635.00","--","--","113672.00","6387307.00","0.00","0.00","58059.00","23.55"
"109/03/07","108","1","3706","神達","20523403.00","30200628.00","50724031.00","10966883.00","962522.00","11929405.00","9367677.00","23403862.00","5268598.00","1107576.00","-353087.00","38794626.00","--","--","--","38794626.00","0.00","0.00","13826435.00","42.03"
"109/03/07","108","1","3708","上緯投控","5720586.00","2786125.00","8506711.00","2290073.00","785603.00","3075676.00","935046.00","3048478.00","1355488.00","-280050.00","-113945.00","4945017.00","--","--","486018.00","5431035.00","--","0.00","1501000.00","53.75"
"109/03/07","108","1","3711","日月光投控","188832821.00","336489107.00","525321928.00","153022070.00","146403224.00","299425294.00","43227328.00","143515159.00","27436983.00","-4454385.00","-1959107.00","207765978.00","--","--","18130656.00","225896634.00","--","1103350.00","72941505.00","48.89"
"109/03/07","108","1","3712","永崴投控","6527983.00","10068216.00","16596199.00","6664828.00","2340527.00","9005355.00","2462421.00","5019688.00","-326750.00","365609.00","--","7520968.00","--","--","69876.00","7590844.00","0.00","0.00","0.00","30.54"
